future_timepoint,intervention,difference_in_distance,intervention_name
2017-10-01,status_quo_vs_improved_vaccine,2.9841527938842773,improved vaccine
2018-01-01,status_quo_vs_improved_vaccine,0.2627410888671866,improved vaccine
2018-04-01,status_quo_vs_improved_vaccine,0.08549118041992188,improved vaccine
2018-07-01,status_quo_vs_improved_vaccine,0.4801182746887207,improved vaccine
2018-10-01,status_quo_vs_improved_vaccine,1.015230655670166,improved vaccine
2019-01-01,status_quo_vs_improved_vaccine,0.4190487861633301,improved vaccine
2019-04-01,status_quo_vs_improved_vaccine,0.5055785179138184,improved vaccine
2019-07-01,status_quo_vs_improved_vaccine,1.2906394004821777,improved vaccine
2019-10-01,status_quo_vs_improved_vaccine,-0.4961977005004883,improved vaccine
2020-01-01,status_quo_vs_improved_vaccine,1.7100286483764648,improved vaccine
2020-04-01,status_quo_vs_improved_vaccine,3.76910400390625,improved vaccine
2020-07-01,status_quo_vs_improved_vaccine,-0.5332870483398438,improved vaccine
2020-10-01,status_quo_vs_improved_vaccine,1.7902798652648926,improved vaccine
2021-01-01,status_quo_vs_improved_vaccine,2.555598735809326,improved vaccine
2021-04-01,status_quo_vs_improved_vaccine,0.8206582069396973,improved vaccine
2021-07-01,status_quo_vs_improved_vaccine,0.8992099761962891,improved vaccine
2021-10-01,status_quo_vs_improved_vaccine,-0.0133819580078125,improved vaccine
2022-01-01,status_quo_vs_improved_vaccine,1.5684356689453116,improved vaccine
2022-04-01,status_quo_vs_improved_vaccine,0.8123760223388681,improved vaccine
2022-07-01,status_quo_vs_improved_vaccine,1.2681450843811035,improved vaccine
2022-10-01,status_quo_vs_improved_vaccine,0.9705395698547363,improved vaccine
2023-01-01,status_quo_vs_improved_vaccine,1.6566901206970215,improved vaccine
2023-04-01,status_quo_vs_improved_vaccine,2.2041263580322266,improved vaccine
2023-07-01,status_quo_vs_improved_vaccine,1.4548583030700684,improved vaccine
2023-10-01,status_quo_vs_improved_vaccine,2.7703237533569336,improved vaccine
2024-01-01,status_quo_vs_improved_vaccine,1.541597843170166,improved vaccine
2024-04-01,status_quo_vs_improved_vaccine,0.2647714614868164,improved vaccine
2024-07-01,status_quo_vs_improved_vaccine,1.7707815170288086,improved vaccine
2024-10-01,status_quo_vs_improved_vaccine,2.6970720291137695,improved vaccine
2025-01-01,status_quo_vs_improved_vaccine,2.5329465866088867,improved vaccine
2025-04-01,status_quo_vs_improved_vaccine,2.000082015991211,improved vaccine
2025-07-01,status_quo_vs_improved_vaccine,0.5592989921569824,improved vaccine
2025-10-01,status_quo_vs_improved_vaccine,0.35216617584228516,improved vaccine
2026-01-01,status_quo_vs_improved_vaccine,0.3316974639892578,improved vaccine
2026-04-01,status_quo_vs_improved_vaccine,5.826340198516846,improved vaccine
2026-07-01,status_quo_vs_improved_vaccine,7.113945007324219,improved vaccine
2026-10-01,status_quo_vs_improved_vaccine,0.9414119720458984,improved vaccine
2027-01-01,status_quo_vs_improved_vaccine,-0.1531524658203125,improved vaccine
2027-04-01,status_quo_vs_improved_vaccine,0.2608633041381836,improved vaccine
2027-07-01,status_quo_vs_improved_vaccine,-0.7637853622436523,improved vaccine
2027-10-01,status_quo_vs_improved_vaccine,0.060721397399902344,improved vaccine
2028-01-01,status_quo_vs_improved_vaccine,4.155534744262695,improved vaccine
2028-04-01,status_quo_vs_improved_vaccine,5.957734584808347,improved vaccine
2028-07-01,status_quo_vs_improved_vaccine,0.3031473159790039,improved vaccine
2028-10-01,status_quo_vs_improved_vaccine,1.830336570739746,improved vaccine
2029-01-01,status_quo_vs_improved_vaccine,2.698124408721922,improved vaccine
2029-04-01,status_quo_vs_improved_vaccine,2.7656302452087402,improved vaccine
2029-07-01,status_quo_vs_improved_vaccine,1.3575048446655273,improved vaccine
2029-10-01,status_quo_vs_improved_vaccine,0.7197613716125488,improved vaccine
2030-01-01,status_quo_vs_improved_vaccine,1.4443559646606445,improved vaccine
2030-04-01,status_quo_vs_improved_vaccine,0.6734929084777832,improved vaccine
2030-07-01,status_quo_vs_improved_vaccine,1.6026968955993652,improved vaccine
2030-10-01,status_quo_vs_improved_vaccine,2.65185546875,improved vaccine
2031-01-01,status_quo_vs_improved_vaccine,1.1837248802185059,improved vaccine
2031-04-01,status_quo_vs_improved_vaccine,-1.0646042823791504,improved vaccine
2031-07-01,status_quo_vs_improved_vaccine,1.8822503089904785,improved vaccine
2031-10-01,status_quo_vs_improved_vaccine,1.8298158645629883,improved vaccine
2032-01-01,status_quo_vs_improved_vaccine,4.3163580894470215,improved vaccine
2032-04-01,status_quo_vs_improved_vaccine,7.21416711807251,improved vaccine
2032-07-01,status_quo_vs_improved_vaccine,0.8619613647460938,improved vaccine
2032-10-01,status_quo_vs_improved_vaccine,0.9035420417785645,improved vaccine
2033-01-01,status_quo_vs_improved_vaccine,0.6408424377441406,improved vaccine
2033-04-01,status_quo_vs_improved_vaccine,0.6863899230957031,improved vaccine
2033-07-01,status_quo_vs_improved_vaccine,1.5259618759155273,improved vaccine
2033-10-01,status_quo_vs_improved_vaccine,3.820003032684326,improved vaccine
2034-01-01,status_quo_vs_improved_vaccine,1.0990657806396484,improved vaccine
2034-04-01,status_quo_vs_improved_vaccine,2.0355758666992188,improved vaccine
2034-07-01,status_quo_vs_improved_vaccine,0.7354016304016113,improved vaccine
2034-10-01,status_quo_vs_improved_vaccine,-1.943033218383789,improved vaccine
2035-01-01,status_quo_vs_improved_vaccine,3.3841400146484375,improved vaccine
2035-04-01,status_quo_vs_improved_vaccine,4.891535758972168,improved vaccine
2035-07-01,status_quo_vs_improved_vaccine,0.6496138572692871,improved vaccine
2035-10-01,status_quo_vs_improved_vaccine,0.31571245193481445,improved vaccine
2036-01-01,status_quo_vs_improved_vaccine,1.166642665863037,improved vaccine
2036-04-01,status_quo_vs_improved_vaccine,1.474928855895996,improved vaccine
2036-07-01,status_quo_vs_improved_vaccine,-0.23414039611816406,improved vaccine
2036-10-01,status_quo_vs_improved_vaccine,0.12057924270629883,improved vaccine
2037-01-01,status_quo_vs_improved_vaccine,-0.4647674560546875,improved vaccine
2037-04-01,status_quo_vs_improved_vaccine,-0.0596318244934082,improved vaccine
2037-07-01,status_quo_vs_improved_vaccine,3.916396379470825,improved vaccine
2037-10-01,status_quo_vs_improved_vaccine,3.7458808422088623,improved vaccine
2038-01-01,status_quo_vs_improved_vaccine,0.09749507904052734,improved vaccine
2038-04-01,status_quo_vs_improved_vaccine,0.1405625343322754,improved vaccine
2038-07-01,status_quo_vs_improved_vaccine,1.8824162483215332,improved vaccine
2038-10-01,status_quo_vs_improved_vaccine,2.121908187866211,improved vaccine
2039-01-01,status_quo_vs_improved_vaccine,0.635977029800415,improved vaccine
2039-04-01,status_quo_vs_improved_vaccine,0.48317766189575195,improved vaccine
2039-07-01,status_quo_vs_improved_vaccine,1.2666106224060059,improved vaccine
2039-10-01,status_quo_vs_improved_vaccine,0.5546612739562988,improved vaccine
2040-01-01,status_quo_vs_improved_vaccine,-1.3234062194824219,improved vaccine
2040-04-01,status_quo_vs_improved_vaccine,0.16492557525634766,improved vaccine
2040-07-01,status_quo_vs_improved_vaccine,4.922709941864014,improved vaccine
2040-10-01,status_quo_vs_improved_vaccine,5.6518659591674805,improved vaccine
2017-10-01,status_quo_vs_improved_surveillance,0.9045162200927734,improved surveillance
2018-01-01,status_quo_vs_improved_surveillance,0.45665454864501864,improved surveillance
2018-04-01,status_quo_vs_improved_surveillance,0.02347707748413086,improved surveillance
2018-07-01,status_quo_vs_improved_surveillance,-0.05607128143310547,improved surveillance
2018-10-01,status_quo_vs_improved_surveillance,0.31812238693237305,improved surveillance
2019-01-01,status_quo_vs_improved_surveillance,0.10752201080322266,improved surveillance
2019-04-01,status_quo_vs_improved_surveillance,-0.11077690124511719,improved surveillance
2019-07-01,status_quo_vs_improved_surveillance,0.8396458625793457,improved surveillance
2019-10-01,status_quo_vs_improved_surveillance,0.0985708236694336,improved surveillance
2020-01-01,status_quo_vs_improved_surveillance,-0.35377025604248047,improved surveillance
2020-04-01,status_quo_vs_improved_surveillance,0.3302431106567383,improved surveillance
2020-07-01,status_quo_vs_improved_surveillance,-0.07874155044555664,improved surveillance
2020-10-01,status_quo_vs_improved_surveillance,-0.05183744430541992,improved surveillance
2021-01-01,status_quo_vs_improved_surveillance,2.4723119735717773,improved surveillance
2021-04-01,status_quo_vs_improved_surveillance,0.27136945724487305,improved surveillance
2021-07-01,status_quo_vs_improved_surveillance,0.9899110794067383,improved surveillance
2021-10-01,status_quo_vs_improved_surveillance,0.21947050094604492,improved surveillance
2022-01-01,status_quo_vs_improved_surveillance,1.4028897285461426,improved surveillance
2022-04-01,status_quo_vs_improved_surveillance,0.38119173049926847,improved surveillance
2022-07-01,status_quo_vs_improved_surveillance,-0.1643357276916504,improved surveillance
2022-10-01,status_quo_vs_improved_surveillance,0.6483359336853027,improved surveillance
2023-01-01,status_quo_vs_improved_surveillance,0.4573354721069336,improved surveillance
2023-04-01,status_quo_vs_improved_surveillance,0.9087991714477539,improved surveillance
2023-07-01,status_quo_vs_improved_surveillance,0.6514892578125,improved surveillance
2023-10-01,status_quo_vs_improved_surveillance,0.4050779342651367,improved surveillance
2024-01-01,status_quo_vs_improved_surveillance,-0.5366926193237305,improved surveillance
2024-04-01,status_quo_vs_improved_surveillance,0.3210721015930176,improved surveillance
2024-07-01,status_quo_vs_improved_surveillance,-0.11006927490234375,improved surveillance
2024-10-01,status_quo_vs_improved_surveillance,0.11638689041137695,improved surveillance
2025-01-01,status_quo_vs_improved_surveillance,-1.6482343673706055,improved surveillance
2025-04-01,status_quo_vs_improved_surveillance,0.5097875595092773,improved surveillance
2025-07-01,status_quo_vs_improved_surveillance,-0.06590461730956942,improved surveillance
