horizon,future_timepoint,distance,delay,t,future_timepoint_numeric
3,2017-01-01,4.2762370109558105,0.0,1,2017.0
3,2017-04-01,3.705270528793335,0.0,2,2017.25
3,2017-07-01,3.643319845199585,0.0,3,2017.5
3,2017-10-01,4.336533069610596,0.0,4,2017.75
3,2018-01-01,3.5514705181121826,0.0,5,2018.0
3,2018-04-01,4.109249591827393,0.0,6,2018.25
3,2018-07-01,3.8473403453826895,0.0,7,2018.5
3,2018-10-01,4.502803802490234,0.0,8,2018.75
3,2019-01-01,3.6935219764709473,0.0,9,2019.0
3,2019-04-01,4.748223304748535,0.0,10,2019.25
3,2019-07-01,4.103269100189209,0.0,11,2019.5
3,2019-10-01,8.714098930358887,0.0,12,2019.75
3,2020-01-01,4.6329665184021,0.0,13,2020.0
3,2020-04-01,4.708159923553467,0.0,14,2020.25
3,2020-07-01,4.151081562042236,0.0,15,2020.5
3,2020-10-01,3.509968042373657,0.0,16,2020.75
3,2021-01-01,4.509775638580322,0.0,17,2021.0
3,2021-04-01,4.502157688140869,0.0,18,2021.25
3,2021-07-01,4.401702880859375,0.0,19,2021.5
3,2021-10-01,4.917537689208984,0.0,20,2021.75
3,2022-01-01,4.555024147033691,0.0,21,2022.0
3,2022-04-01,4.595362663269043,0.0,22,2022.25
3,2022-07-01,4.882411956787109,0.0,23,2022.5
3,2022-10-01,4.926669597625732,0.0,24,2022.75
3,2023-01-01,4.960340023040772,0.0,25,2023.0
3,2023-04-01,4.752408027648926,0.0,26,2023.25
3,2023-07-01,4.964022159576416,0.0,27,2023.5
3,2023-10-01,4.602956295013428,0.0,28,2023.75
3,2024-01-01,5.180840492248535,0.0,29,2024.0
3,2024-04-01,3.2346713542938232,0.0,30,2024.25
3,2024-07-01,3.3113718032836914,0.0,31,2024.5
3,2024-10-01,4.128320693969727,0.0,32,2024.75
3,2025-01-01,3.0266926288604736,0.0,33,2025.0
3,2025-04-01,3.257288694381714,0.0,34,2025.25
3,2025-07-01,6.211844444274902,0.0,35,2025.5
3,2025-10-01,5.536651134490967,0.0,36,2025.75
3,2026-01-01,2.997053623199463,0.0,37,2026.0
3,2026-04-01,3.0541563034057617,0.0,38,2026.25
3,2026-07-01,3.494678497314453,0.0,39,2026.5
3,2026-10-01,4.983078956604004,0.0,40,2026.75
3,2027-01-01,3.998565673828125,0.0,41,2027.0
3,2027-04-01,5.027073383331299,0.0,42,2027.25
3,2027-07-01,5.349476337432861,0.0,43,2027.5
3,2027-10-01,4.834624290466309,0.0,44,2027.75
3,2028-01-01,4.089282989501953,0.0,45,2028.0
3,2028-04-01,4.280074119567871,0.0,46,2028.25
3,2028-07-01,3.924047946929932,0.0,47,2028.5
3,2028-10-01,5.039491176605225,0.0,48,2028.75
3,2029-01-01,4.127129077911377,0.0,49,2029.0
3,2029-04-01,3.51997971534729,0.0,50,2029.25
3,2029-07-01,4.124587059020996,0.0,51,2029.5
3,2029-10-01,4.596908092498779,0.0,52,2029.75
3,2030-01-01,4.283710479736328,0.0,53,2030.0
3,2030-04-01,4.306920051574707,0.0,54,2030.25
3,2030-07-01,3.673548460006714,0.0,55,2030.5
3,2030-10-01,4.7361602783203125,0.0,56,2030.75
3,2031-01-01,3.935913801193237,0.0,57,2031.0
